Time,Temperature_change,Pressure_mean
16.0,11.580529,1018.8
15.0,17.680529,1016.8
33.0,12.080529,1014.55
13.0,18.170528,1011.15
10.0,13.070529,1011.6
18.0,7.9105287,1016.2
8.0,2.8705285,1019.7
12.0,8.370529,1021.35
13.0,2.7405286,1019.9
119.0,7.9305286,1008.15
4.0,13.060529,1000.6
31.0,7.2405286,1012.6500000000001
14.0,1.8805287,1024.5
8.0,7.0105286,1027.4
15.0,1.7205287,1026.95
11.0,6.9305286,1025.2
36.0,1.8205286,1026.25
32.0,7.2605286,1026.05
16.0,2.0605285,1023.35
10.0,7.2105284,1024.5500000000002
14.0,2.1105285,1025.65
23.0,8.040529,1021.7
8.0,13.600529,1018.6
18.0,8.280529,1015.6
67.0,13.310529,1010.85
18.0,7.4705286,1016.75
33.0,1.1005287,1027.1
55.0,6.4405284,1018.5500000000001
82.0,1.3305286,1017.35
10.0,-3.8694715,1027.0
96.0,1.3305286,1025.45
28.0,7.1305285,1019.3499999999999
44.0,1.5005287,1001.5999999999999
38.0,6.790529,995.0999999999999
35.0,0.9405287,1006.8
82.0,6.2305284,1016.5
107.0,0.8305287,1029.9
88.0,7.2405286,1032.6999999999998
9.0,1.7305287,1024.4
58.0,7.1705284,1005.05
60.0,2.1005285,998.0
25.0,8.110529,1009.65
16.0,13.450529,1011.7
81.0,7.9605284,1007.0
41.0,13.090529,1003.15
163.0,7.9605284,1014.5
37.0,2.2405286,1022.3
7.0,7.3105288,1020.55
15.0,2.0205286,1019.3
57.0,7.5605288,1015.7
15.0,2.2605286,1010.7
33.0,7.9805284,1010.5999999999999
22.0,2.8805285,1005.7
13.0,7.9305286,1005.2
19.0,2.8805285,1011.8
59.0,8.480529,1016.4
13.0,13.530529,1021.6
13.0,7.8405285,1017.05
6.0,13.760529,1013.55
54.0,8.320529,1024.85
8.0,3.0205286,1036.55
19.0,9.480529,1035.9
5.0,4.1505284,1033.3000000000002
41.0,9.620529,1027.4
6.0,4.4605284,1020.4
19.0,9.600529,1011.65
168.0,4.5705285,1011.4
7.0,-0.50947136,1017.65
43.0,5.040529,1017.05
6.0,-0.47947133,1017.3
13.0,4.9905286,1017.0
9.0,-0.16947135,1012.55
32.0,5.2005286,1014.95
42.0,0.10052866,1018.4
8.0,5.4105287,1017.25
15.0,0.37052867,1017.5
47.0,5.9805284,1015.05
1.0,11.580529,1013.95
7.0,5.9505286,1018.7
17.0,0.7705287,1023.8000000000001
8.0,6.040529,1024.7
19.0,0.80052865,1021.0
16.0,6.040529,1016.4
115.0,0.9505287,1017.7
106.0,-4.3794713,1011.3
28.0,0.80052865,999.65
8.0,5.8905287,998.3499999999999
10.0,-0.28947133,997.5
25.0,5.9405284,996.35
16.0,12.720529,998.55
10.0,7.6805286,996.65
8.0,13.540529,993.2
26.0,8.170529,994.2
10.0,2.5105286,996.5999999999999
20.0,8.000528,1003.3499999999999
4.0,2.3105285,1009.0
3.0,7.3605285,1007.6500000000001
12.0,12.710529,1008.05
12.0,7.6005287,1009.6
16.0,15.480529,1009.0
10.0,9.760529,1005.9
7.0,16.13053,1003.9
98.0,9.780529,1004.3
15.0,4.7605286,999.65
11.0,10.590529,997.95
11.0,5.5705285,1002.3
11.0,11.360529,1002.6
49.0,6.1905284,1003.65
12.0,0.80052865,1006.4
16.0,6.0505285,1009.35
7.0,0.12052866,1013.2
12.0,5.4705286,1019.3
13.0,0.34052867,1025.35
8.0,5.4905286,1027.9
13.0,-0.059471346,1026.75
30.0,5.7605286,1015.2
8.0,10.760529,1004.45
5.0,5.2005286,1001.9
5.0,0.16052866,1000.3
6.0,7.5305285,999.3
8.0,12.570529,1000.5999999999999
12.0,6.6805286,1004.55
12.0,12.390529,1009.1
13.0,6.8605285,1012.95
10.0,11.860529,1016.05
14.0,6.2605286,1015.8
35.0,12.070529,1011.9
35.0,6.3805285,1004.65
4.0,11.630529,997.5999999999999
2.0,17.280529,996.9
36.0,10.330529,1003.35
29.0,4.9705286,1009.7
3.0,12.100529,1009.25
8.0,18.090528,1007.05
16.0,12.940529,1005.8499999999999
8.0,20.39053,1005.5999999999999
7.0,14.270529,1006.4
6.0,8.790529,1006.35
4.0,17.29053,1006.45
16.0,11.900529,1010.5
8.0,6.9005284,1016.0999999999999
9.0,12.240529,1020.65
12.0,6.6305285,1021.15
3.0,12.540529,1018.0999999999999
7.0,17.740528,1016.4
9.0,11.330529,1016.15
3.0,5.9005284,1015.95
2.0,11.250529,1014.95
3.0,16.520529,1013.3
7.0,21.770529,1011.65
7.0,15.510529,1010.75
6.0,9.870529,1009.0
4.0,17.64053,1006.45
6.0,23.030529,1005.0999999999999
3.0,16.57053,1005.5
11.0,11.480529,1005.05
17.0,16.62053,1003.2
20.0,11.370529,1004.6
11.0,5.7005286,1005.8
3.0,13.060529,1004.0
10.0,18.110529,1000.3
16.0,12.430529,998.8
6.0,17.87053,1000.45
19.0,11.460529,1006.0999999999999
8.0,16.55053,1014.45
11.0,10.970529,1018.4
17.0,16.410528,1018.5
7.0,11.390529,1016.3
17.0,16.920528,1013.75
9.0,11.730529,1014.0
11.0,17.89053,1018.15
11.0,12.5505295,1022.75
12.0,19.110529,1026.15
5.0,13.960529,1028.25
5.0,8.820529,1028.8
1.0,15.100529,1028.35
12.0,20.15053,1027.75
13.0,14.980529,1027.55
4.0,20.15053,1026.1
7.0,25.39053,1024.85
7.0,19.80053,1024.9
5.0,14.760529,1024.4499999999998
5.0,21.350529,1023.0
7.0,26.530529,1021.9
15.0,21.13053,1020.5999999999999
10.0,26.180529,1018.8
8.0,20.500528,1018.15
3.0,15.330529,1017.75
14.0,22.29053,1016.75
13.0,16.54053,1017.15
10.0,21.740528,1018.95
12.0,16.490528,1019.3
13.0,22.030529,1017.75
10.0,15.090529,1015.8
11.0,20.920528,1015.85
6.0,15.850529,1018.45
11.0,10.740529,1020.3499999999999
11.0,16.250528,1019.2
9.0,10.720529,1014.75
3.0,16.05053,1009.95
12.0,21.31053,1010.55
4.0,15.690529,1014.05
7.0,10.370529,1013.8499999999999
23.0,16.56053,1008.7
9.0,22.71053,1002.95
5.0,17.57053,1004.0
11.0,11.340529,1006.55
9.0,17.180529,1007.8
8.0,11.950529,1012.2
5.0,5.4105287,1014.85
5.0,10.570529,1013.3
9.0,15.720529,1011.55
13.0,10.030529,1010.65
16.0,17.280529,1011.7
8.0,12.220529,1013.05
14.0,17.45053,1013.9
7.0,11.920529,1014.75
14.0,18.440529,1015.75
11.0,12.950529,1017.3499999999999
14.0,19.670528,1017.95
10.0,13.920529,1018.25
3.0,20.010529,1017.65
7.0,25.20053,1017.65
3.0,19.47053,1018.05
11.0,14.190529,1017.2
4.0,19.280529,1014.8
7.0,24.530529,1013.2
6.0,18.660528,1012.7
5.0,13.480529,1011.5999999999999
5.0,19.090528,1009.05
7.0,24.47053,1007.6500000000001
16.0,18.20053,1006.95
8.0,23.520529,1006.45
13.0,17.530529,1009.95
25.0,11.620529,1015.0
25.0,17.70053,1015.1
12.0,23.530529,1011.05
6.0,18.40053,1009.9000000000001
33.0,13.220529,1009.55
12.0,18.410528,1008.3
74.0,13.260529,1014.2
4.0,8.030529,1019.95
4.0,14.280529,1018.75
9.0,20.580528,1018.0999999999999
15.0,14.600529,1018.0999999999999
9.0,19.770529,1018.7
14.0,14.210529,1018.2
10.0,20.000528,1016.45
12.0,13.620529,1015.1500000000001
19.0,19.930529,1013.45
5.0,14.920529,1012.85
12.0,21.350529,1014.1
38.0,16.250528,1017.05
12.0,21.510529,1018.5
10.0,16.410528,1018.3
17.0,22.62053,1018.35
6.0,16.610529,1018.6500000000001
4.0,22.610529,1018.6500000000001
8.0,28.410528,1018.7
7.0,22.360529,1018.85
5.0,17.14053,1018.55
5.0,23.63053,1017.1500000000001
9.0,28.780529,1015.9000000000001
2.0,23.600529,1016.85
14.0,18.530529,1016.7
11.0,23.88053,1015.5
9.0,18.72053,1014.6500000000001
13.0,23.770529,1014.45
10.0,18.23053,1015.0
13.0,23.750528,1015.55
14.0,18.39053,1015.55
7.0,24.20053,1016.5
41.0,18.590528,1018.3499999999999
11.0,23.64053,1018.65
10.0,17.89053,1017.75
18.0,23.170528,1014.55
9.0,17.96053,1010.85
10.0,24.750528,1010.4000000000001
14.0,19.14053,1010.05
11.0,26.250528,1009.8
13.0,20.62053,1011.2
8.0,25.910528,1012.8
87.0,20.89053,1013.0999999999999
14.0,26.110529,1011.5999999999999
7.0,20.090528,1010.05
13.0,25.65053,1008.8499999999999
26.0,20.350529,1009.0
36.0,15.3005295,1012.75
15.0,20.330528,1016.15
7.0,14.940529,1016.2
17.0,20.770529,1015.8
7.0,15.750529,1015.6
37.0,22.38053,1018.55
13.0,17.14053,1021.9
13.0,22.670528,1023.05
10.0,17.39053,1023.75
14.0,23.500528,1023.1
9.0,18.22053,1021.9
6.0,24.770529,1019.7
7.0,29.81053,1018.5
22.0,23.70053,1019.8
3.0,18.580528,1022.1500000000001
5.0,13.490529,1024.85
4.0,8.430529,1026.15
7.0,14.320529,1025.45
8.0,19.410528,1025.7
13.0,14.270529,1025.25
9.0,20.440529,1023.65
14.0,15.140529,1022.2
12.0,21.180529,1020.4
12.0,15.970529,1020.15
13.0,21.600529,1021.3
10.0,16.340528,1021.7
15.0,22.23053,1021.35
8.0,16.62053,1021.0
13.0,22.57053,1020.5
5.0,16.81053,1020.2
5.0,11.650529,1019.15
5.0,20.190529,1016.7
8.0,25.430529,1015.65
13.0,19.270529,1014.9
13.0,24.920528,1013.65
10.0,19.330528,1013.5
16.0,25.180529,1013.3
9.0,19.21053,1012.95
12.0,25.660528,1012.6
12.0,20.430529,1012.3
4.0,25.64053,1011.45
7.0,30.780529,1012.15
5.0,25.13053,1013.9
6.0,19.990528,1014.8
18.0,26.180529,1016.5
10.0,20.990528,1016.4
10.0,29.38053,1014.9
24.0,23.330528,1016.25
15.0,17.000528,1018.85
10.0,22.47053,1021.25
10.0,16.70053,1022.55
17.0,22.750528,1022.1
6.0,16.88053,1021.65
5.0,21.90053,1021.2
8.0,26.910528,1020.95
6.0,21.180529,1021.4
6.0,15.530529,1021.05
4.0,22.56053,1019.2
7.0,27.760529,1017.55
6.0,22.71053,1017.3499999999999
9.0,17.64053,1016.8
12.0,22.79053,1016.45
13.0,16.56053,1016.2
10.0,21.600529,1016.45
12.0,16.48053,1017.3
14.0,22.430529,1018.0
8.0,16.990528,1018.8
5.0,22.520529,1018.3
10.0,27.56053,1017.95
12.0,21.90053,1018.0
11.0,27.080528,1017.25
12.0,21.37053,1016.0999999999999
11.0,26.750528,1015.75
7.0,21.21053,1015.75
3.0,15.350529,1014.8
3.0,20.420528,1013.7
15.0,25.57053,1013.95
7.0,19.740528,1015.25
15.0,24.80053,1016.65
11.0,19.330528,1017.2
14.0,24.81053,1017.0999999999999
9.0,19.190529,1017.2
16.0,25.62053,1016.3
8.0,19.98053,1014.7
11.0,26.840528,1013.3
79.0,21.610529,1014.2
5.0,16.080528,1015.2
4.0,23.20053,1013.55
9.0,29.610529,1012.8
7.0,24.21053,1013.6
4.0,18.38053,1014.3
6.0,25.63053,1013.95
7.0,30.65053,1013.9
7.0,24.79053,1014.15
4.0,19.65053,1013.8499999999999
4.0,25.840528,1013.15
8.0,31.65053,1012.95
4.0,26.04053,1013.75
9.0,20.89053,1013.35
17.0,26.56053,1010.95
7.0,21.15053,1009.6500000000001
11.0,27.20053,1012.3
14.0,21.770529,1014.25
17.0,27.14053,1014.65
6.0,22.04053,1015.3499999999999
15.0,29.04053,1015.65
9.0,24.010529,1016.25
14.0,29.250528,1017.05
11.0,23.46053,1017.45
10.0,29.62053,1018.45
16.0,24.010529,1019.6
10.0,30.250528,1019.9000000000001
13.0,24.22053,1019.3
12.0,30.20053,1018.1
11.0,25.020529,1017.55
12.0,30.30053,1017.3499999999999
13.0,24.420528,1017.4
11.0,30.30053,1017.4
6.0,23.910528,1017.15
4.0,18.780529,1016.8
3.0,24.37053,1015.5
12.0,30.21053,1014.0999999999999
12.0,24.57053,1013.3499999999999
11.0,30.90053,1012.3
37.0,25.420528,1011.8
6.0,30.89053,1013.9
5.0,25.020529,1018.5999999999999
29.0,19.410528,1022.6999999999999
5.0,14.290529,1024.25
19.0,20.39053,1022.0
5.0,15.210529,1018.95
3.0,20.82053,1017.25
19.0,26.160528,1014.1500000000001
47.0,20.520529,1016.05
3.0,15.380529,1020.25
5.0,20.580528,1019.75
9.0,26.31053,1018.85
12.0,20.510529,1017.45
13.0,26.05053,1015.0
10.0,20.87053,1014.15
11.0,26.270529,1016.8
16.0,20.96053,1019.6500000000001
10.0,26.40053,1021.0
13.0,20.88053,1021.5999999999999
12.0,26.690529,1021.05
11.0,21.020529,1020.5
14.0,26.690529,1019.8
10.0,20.840528,1019.05
15.0,26.510529,1018.4
8.0,21.340528,1017.8
19.0,27.13053,1016.7
8.0,21.930529,1014.5
7.0,30.88053,1012.95
7.0,25.830528,1012.7
24.0,20.590528,1013.3
21.0,15.400529,1015.9
10.0,9.620529,1018.55
5.0,14.870529,1017.95
8.0,20.170528,1016.6
12.0,14.390529,1016.6
3.0,19.54053,1016.3
10.0,24.81053,1017.3
12.0,19.64053,1018.35
13.0,24.98053,1016.75
8.0,19.88053,1014.7
14.0,25.70053,1016.3
38.0,19.48053,1019.5
28.0,13.810529,1021.0999999999999
7.0,19.170528,1022.45
13.0,13.8005295,1021.0
13.0,20.330528,1018.55
10.0,15.130529,1017.05
14.0,20.14053,1016.35
8.0,14.660529,1016.7
27.0,19.88053,1016.1
9.0,25.45053,1014.9
14.0,20.350529,1013.2
7.0,25.81053,1012.4000000000001
32.0,18.97053,1016.45
8.0,13.760529,1020.35
18.0,20.030529,1020.85
5.0,14.960529,1021.3
4.0,20.88053,1021.3
8.0,26.06053,1021.6
14.0,20.95053,1022.3
11.0,27.110529,1023.1500000000001
13.0,20.840528,1023.95
12.0,27.23053,1023.6
12.0,21.64053,1022.1
13.0,27.750528,1020.1500000000001
6.0,22.160528,1018.95
3.0,17.13053,1018.55
3.0,22.29053,1017.45
5.0,27.600529,1017.2
10.0,21.47053,1018.3
9.0,16.360529,1019.0
14.0,22.100529,1020.45
9.0,15.790529,1022.4000000000001
10.0,20.840528,1023.45
13.0,15.490529,1022.5
4.0,21.020529,1020.25
8.0,26.31053,1019.95
13.0,20.190529,1020.05
10.0,25.57053,1018.35
13.0,19.65053,1017.4000000000001
16.0,24.95053,1018.4000000000001
8.0,19.590528,1019.7
15.0,25.860529,1020.6500000000001
10.0,20.63053,1020.05
10.0,26.530529,1017.35
12.0,21.110529,1014.55
8.0,27.57053,1014.95
10.0,19.04053,1020.1
8.0,13.450529,1023.4000000000001
23.0,19.080528,1020.05
10.0,24.750528,1017.6
29.0,12.080529,1027.25
8.0,6.4405284,1036.25
15.0,12.230529,1035.85
9.0,7.0605288,1035.6
3.0,12.410529,1034.75
13.0,18.410528,1033.6999999999998
9.0,12.870529,1032.15
5.0,18.90053,1027.95
6.0,24.030529,1024.65
16.0,18.20053,1022.15
6.0,23.530529,1020.6500000000001
5.0,17.80053,1022.8499999999999
6.0,12.540529,1024.6999999999998
4.0,7.1405287,1024.3
2.0,12.660529,1022.25
7.0,19.830528,1020.55
8.0,14.440529,1019.95
6.0,8.930529,1018.75
4.0,16.420528,1016.4
8.0,22.63053,1014.2
8.0,16.98053,1013.35
18.0,11.760529,1018.5999999999999
12.0,6.0005283,1024.4
28.0,12.070529,1025.25
7.0,17.830528,1026.65
15.0,12.630529,1025.95
8.0,18.71053,1024.15
13.0,12.780529,1022.3499999999999
19.0,19.270529,1018.5999999999999
5.0,13.780529,1015.4
16.0,20.90053,1012.8
25.0,15.850529,1015.35
8.0,10.420529,1019.55
26.0,15.860529,1019.75
8.0,21.590528,1020.05
14.0,16.45053,1018.05
8.0,21.520529,1014.3
17.0,16.38053,1013.35
9.0,22.30053,1015.85
14.0,17.170528,1020.55
9.0,23.48053,1024.15
16.0,17.420528,1022.3000000000001
6.0,24.190529,1018.45
12.0,18.920528,1016.45
4.0,13.600529,1014.75
11.0,20.40053,1013.7
9.0,14.890529,1014.4000000000001
3.0,9.780529,1014.95
3.0,16.180529,1014.2
7.0,21.54053,1014.05
17.0,15.210529,1015.8
9.0,22.06053,1017.95
17.0,16.97053,1017.45
7.0,21.990528,1016.45
16.0,15.100529,1016.75
6.0,21.770529,1017.7
6.0,15.700529,1019.5
11.0,10.500529,1020.8
13.0,15.840529,1023.15
11.0,10.760529,1026.25
11.0,16.760529,1027.45
13.0,10.960529,1026.4
8.0,16.31053,1025.55
7.0,10.890529,1025.8
8.0,5.3905287,1026.85
3.0,10.8005295,1027.25
5.0,16.000528,1028.05
18.0,10.400529,1028.8
14.0,16.680529,1027.4499999999998
32.0,11.5505295,1023.5999999999999
9.0,16.95053,1019.25
34.0,11.640529,1013.4000000000001
55.0,6.1305285,999.3
12.0,11.480529,988.65
13.0,4.8605285,995.9
7.0,10.420529,1008.2
13.0,4.3905287,1012.95
4.0,10.840529,1012.75
3.0,15.950529,1012.1
92.0,10.580529,1012.8
6.0,16.280529,1011.95
17.0,10.970529,1008.95
9.0,16.020529,1007.55
14.0,10.880529,1006.95
12.0,16.62053,1008.55
15.0,11.610529,1011.3
10.0,16.660528,1015.0
37.0,11.500529,1016.85
8.0,16.760529,1014.25
14.0,11.230529,1010.65
20.0,17.080528,1009.0999999999999
4.0,11.350529,1011.0
9.0,17.420528,1013.2
15.0,11.320529,1015.3499999999999
11.0,16.82053,1018.55
54.0,11.310529,1023.6
7.0,5.8205285,1025.65
14.0,11.260529,1025.65
27.0,5.7405286,1025.4
7.0,0.60052866,1024.2
15.0,5.6705284,1024.05
12.0,0.38052866,1022.9
8.0,5.6805286,1019.7
38.0,0.020528657,1011.1500000000001
16.0,6.2505283,1007.6
8.0,0.6405287,1011.85
41.0,6.4305286,1016.8
5.0,1.2905287,1019.4
43.0,7.9705286,1014.0999999999999
6.0,2.5205286,1008.3499999999999
63.0,8.600529,1015.25
10.0,3.3605285,1023.55
17.0,9.290529,1022.4
5.0,4.2705283,1020.8499999999999
45.0,9.710529,1020.0
5.0,4.6505284,1019.2
49.0,10.140529,1014.3499999999999
14.0,15.390529,1012.8
96.0,10.3005295,1016.25
94.0,5.0905285,1021.1
11.0,-0.019471344,1023.45
10.0,5.2105284,1021.5
81.0,-0.46947134,1017.95
101.0,4.7805285,1017.05
101.0,9.900529,1025.0500000000002
31.0,4.8905287,1032.25
13.0,-0.31947133,1032.35
9.0,4.8605285,1030.1
14.0,-0.26947135,1027.55
37.0,6.8505287,1029.35
56.0,1.5205287,1033.85
42.0,6.7405286,1034.7
272.0,1.6705287,1025.5
42.0,6.7005286,1020.45
9.0,1.5105287,1024.4
6.0,6.5305285,1024.2
16.0,0.59052867,1019.25
36.0,6.5805287,1015.6500000000001
61.0,1.3505287,1015.55
10.0,6.3805285,1016.7
131.0,1.2405287,1016.55
39.0,7.5205283,1005.95
108.0,2.3605285,993.0999999999999
35.0,8.320529,996.45
27.0,3.2605286,1017.45
9.0,-2.7594714,1029.35
41.0,4.4105287,1028.85
6.0,-0.7894713,1028.5500000000002
24.0,4.5805287,1022.3
9.0,10.730529,1018.8499999999999
39.0,5.6405287,1018.45
31.0,10.690529,1011.75
55.0,5.4405284,1022.9000000000001
9.0,0.30052868,1038.0
4.0,5.3105288,1036.65
6.0,10.690529,1036.3000000000002
16.0,4.6705284,1036.5500000000002
7.0,11.150529,1035.85
12.0,5.0305285,1035.25
3.0,-0.43947133,1034.9
2.0,6.6305285,1033.3
7.0,12.480529,1031.4499999999998
17.0,5.9705286,1030.1999999999998
14.0,12.400529,1028.55
10.0,6.9605284,1026.1999999999998
9.0,13.610529,1024.05
41.0,8.230529,1022.2
9.0,13.480529,1021.75
14.0,8.060529,1023.45
12.0,13.110529,1026.0
11.0,7.6905284,1027.95
12.0,13.470529,1029.6
29.0,8.380529,1033.45
6.0,3.2505286,1035.5
11.0,9.190529,1036.0
14.0,4.1005287,1036.5
11.0,9.690529,1036.85
13.0,3.7705286,1036.3
12.0,11.780529,1035.4
11.0,5.7205286,1034.5
14.0,11.940529,1032.65
10.0,6.7105284,1029.8
16.0,12.770529,1025.0
7.0,7.6205287,1021.95
12.0,15.500529,1020.45
31.0,10.350529,1020.1
5.0,4.7805285,1020.1
16.0,10.640529,1020.4
7.0,5.3305287,1019.95
7.0,10.820529,1015.45
3.0,16.04053,1011.55
26.0,10.920529,1011.3
15.0,5.6305285,1012.3499999999999
11.0,11.230529,1013.3499999999999
5.0,6.0305285,1013.4
4.0,0.42052865,1011.2
2.0,6.7805285,1008.45
15.0,13.190529,1003.45
59.0,8.010529,1009.4
33.0,13.220529,1021.05
24.0,7.6305285,1026.15
12.0,2.2405286,1027.35
5.0,7.4005284,1021.55
10.0,12.8005295,1017.2
58.0,5.7005286,1014.8
54.0,11.400529,1013.05
60.0,5.5105286,1023.4000000000001
5.0,0.09052865,1034.25
4.0,6.2805285,1033.65
7.0,12.060529,1033.1
5.0,6.5505285,1034.25
9.0,1.3005286,1034.05
4.0,7.6605287,1032.1
7.0,13.250529,1031.3
8.0,7.7005286,1031.8
4.0,2.1405284,1032.0
3.0,9.160529,1030.5500000000002
13.0,15.090529,1029.5
10.0,9.830529,1029.05
12.0,15.540529,1027.4
12.0,9.900529,1025.25
12.0,15.270529,1023.95
23.0,9.930529,1025.15
15.0,4.9005284,1028.15
11.0,10.120529,1030.85
10.0,4.4105287,1031.8
13.0,9.540529,1032.8
11.0,3.9505286,1033.4499999999998
13.0,11.850529,1032.3
11.0,6.6605287,1031.1
5.0,11.750529,1028.8000000000002
6.0,16.95053,1027.0
14.0,10.860529,1026.1999999999998
13.0,16.48053,1023.75
11.0,11.340529,1021.0
10.0,17.170528,1019.0999999999999
6.0,11.160529,1019.2
8.0,6.1205287,1018.95
4.0,12.900529,1016.15
7.0,17.95053,1014.15
13.0,12.760529,1011.8499999999999
9.0,19.240528,1009.05
18.0,13.060529,1004.8
12.0,7.5805287,1001.75
32.0,1.2405287,1003.45
16.0,8.040529,1004.4000000000001
6.0,2.5905285,1003.1500000000001
3.0,9.000529,1001.25
16.0,14.080529,1002.3499999999999
34.0,8.460529,1006.9
10.0,14.420529,1010.3
13.0,9.030529,1010.3
9.0,14.120529,1009.75
33.0,8.750529,1012.95
4.0,3.7105286,1016.0
6.0,8.970529,1015.5
6.0,14.170529,1016.3499999999999
4.0,8.930529,1018.8499999999999
8.0,3.6505284,1019.7
16.0,9.220529,1020.1
34.0,3.5805285,1019.6500000000001
10.0,9.560529,1020.6
11.0,3.9505286,1021.65
5.0,12.220529,1018.95
6.0,17.23053,1016.6
40.0,11.650529,1018.1500000000001
10.0,18.22053,1020.5
6.0,12.620529,1021.65
4.0,7.3905287,1022.4
3.0,12.780529,1021.65
12.0,17.780529,1021.75
11.0,12.360529,1023.9
16.0,18.29053,1025.8
7.0,12.520529,1025.85
4.0,17.72053,1024.6
7.0,23.010529,1023.05
5.0,16.330528,1022.7
8.0,10.810529,1021.25
4.0,17.55053,1017.75
7.0,22.910528,1014.6500000000001
6.0,16.350529,1012.3
6.0,10.320529,1009.2
3.0,15.810529,1004.95
9.0,21.64053,1001.0
5.0,14.950529,999.45
7.0,9.610529,998.3499999999999
4.0,14.940529,996.65
11.0,21.490528,997.5
11.0,16.06053,999.45
6.0,21.88053,1002.55
5.0,16.55053,1006.3
4.0,11.500529,1008.8
6.0,6.0805287,1008.95
2.0,11.230529,1007.7
3.0,17.610529,1007.0999999999999
8.0,22.920528,1007.5
5.0,12.490529,1009.9000000000001
12.0,7.3605285,1014.1
9.0,13.020529,1018.4
13.0,7.8805285,1020.2
8.0,13.430529,1020.55
41.0,8.040529,1021.45
38.0,13.330529,1019.3499999999999
6.0,7.4105287,1016.2
4.0,12.780529,1014.9000000000001
12.0,18.280529,1013.5
10.0,12.900529,1011.15
3.0,18.690529,1010.4
36.0,12.830529,1010.9
10.0,7.1505284,1007.85
2.0,12.200529,1007.6500000000001
23.0,3.6905286,1013.45
10.0,10.270529,1018.5999999999999
12.0,4.7305284,1020.8
16.0,9.730529,1021.1
6.0,4.3105288,1020.15
5.0,10.540529,1017.45
10.0,16.180529,1013.7
63.0,11.130529,1012.0999999999999
8.0,16.690529,1012.0
30.0,11.260529,1018.9000000000001
6.0,5.9605284,1027.35
14.0,11.3005295,1031.0
9.0,5.1405287,1032.55
14.0,13.610529,1031.6
10.0,7.4805284,1029.65
14.0,12.490529,1026.45
11.0,6.4005284,1022.8
13.0,12.510529,1019.3499999999999
10.0,6.6005287,1016.55
25.0,12.200529,1009.8
10.0,18.32053,1005.3499999999999
17.0,13.290529,1005.3
11.0,18.360529,1004.95
83.0,12.740529,1011.85
11.0,17.910528,1019.5
11.0,12.3005295,1020.25
17.0,18.06053,1018.0
6.0,12.520529,1015.15
19.0,18.55053,1014.2
6.0,13.410529,1014.4000000000001
16.0,18.73053,1016.25
10.0,13.040529,1017.4
13.0,18.88053,1015.45
9.0,13.860529,1013.05
14.0,19.770529,1010.85
23.0,14.750529,1012.9
14.0,9.280529,1018.75
15.0,14.310529,1023.65
5.0,9.080529,1026.35
6.0,15.890529,1025.9499999999998
8.0,21.240528,1026.05
12.0,16.010529,1026.4499999999998
15.0,21.05053,1025.0
7.0,15.400529,1023.5999999999999
5.0,20.95053,1022.05
9.0,26.14053,1020.3499999999999
6.0,19.89053,1019.5
3.0,14.710529,1018.6500000000001
3.0,20.250528,1017.6
14.0,26.090528,1016.15
9.0,21.07053,1014.5999999999999
11.0,26.46053,1014.9
6.0,21.30053,1015.05
5.0,16.05053,1013.25
3.0,21.410528,1011.15
12.0,27.350529,1009.15
12.0,21.07053,1007.05
12.0,26.37053,1004.65
3.0,20.72053,1007.25
10.0,11.860529,1012.75
15.0,17.07053,1014.25
6.0,11.840529,1012.6
3.0,19.15053,1010.1
6.0,24.840528,1011.15
8.0,18.490528,1017.25
9.0,12.3005295,1022.6
16.0,17.56053,1023.8
6.0,12.410529,1022.1
41.0,18.750528,1016.1500000000001
35.0,13.280529,1011.75
27.0,18.31053,1012.5999999999999
6.0,23.670528,1013.75
12.0,17.330528,1014.0
15.0,24.180529,1011.0999999999999
14.0,18.660528,1011.7
4.0,23.70053,1016.45
33.0,17.670528,1019.05
5.0,12.180529,1019.75
4.0,19.590528,1017.75
11.0,25.96053,1015.8499999999999
10.0,20.12053,1015.2
14.0,25.180529,1013.85
9.0,19.440529,1012.05
15.0,26.22053,1012.0
28.0,20.930529,1014.85
8.0,15.790529,1017.05
15.0,21.54053,1017.05
31.0,16.240528,1017.05
5.0,21.56053,1016.2
7.0,26.840528,1016.05
13.0,21.170528,1016.9000000000001
13.0,27.29053,1017.1
10.0,21.98053,1018.4000000000001
4.0,28.05053,1019.35
8.0,33.59053,1019.6
14.0,28.270529,1021.45
11.0,34.24053,1022.2
5.0,29.12053,1022.05
7.0,23.260529,1022.7
11.0,29.440529,1022.4
6.0,24.38053,1022.0
7.0,18.70053,1021.6500000000001
14.0,25.89053,1020.5
9.0,20.270529,1018.95
3.0,25.610529,1016.85
9.0,31.82053,1015.85
12.0,25.690529,1016.65
17.0,30.860529,1016.45
8.0,25.750528,1015.6500000000001
10.0,31.65053,1017.0
5.0,25.690529,1018.5
12.0,20.420528,1018.55
8.0,26.080528,1018.3499999999999
16.0,20.240528,1018.55
8.0,25.510529,1019.05
4.0,20.490528,1020.25
9.0,15.280529,1021.35
18.0,22.81053,1020.25
5.0,17.79053,1018.85
4.0,24.020529,1017.7
8.0,29.65053,1016.05
13.0,23.62053,1013.9
12.0,29.45053,1012.5
27.0,21.690529,1013.6
27.0,15.970529,1016.25
4.0,10.960529,1017.55
4.0,16.55053,1016.75
10.0,22.260529,1016.8499999999999
4.0,17.250528,1018.05
